Protocol file: C:\HelixGen\Protocols\Protocol_pcr - Pauls.xml
PCR Cycle#, Well1Cartridge1, Well1Cartridge2, Well1Cartridge3, Well1Cartridge4,Well2Cartridge1, Well2Cartridge2, Well2Cartridge3, Well2Cartridge4,Well3Cartridge1, Well3Cartridge2, Well3Cartridge3, Well3Cartridge4,Well4Cartridge1, Well4Cartridge2, Well4Cartridge3, Well4Cartridge4,Well5Cartridge1, Well5Cartridge2, Well5Cartridge3, Well5Cartridge4,Well6Cartridge1, Well6Cartridge2, Well6Cartridge3, Well6Cartridge4
17,0,0,1872461,0,0,0,0,0,10043009,0,0,0,0,0,9974662,0,0,0,0,0,8958783,0,0,0,0,0,9074965,0,0,0
18,0,0,1873098,0,0,0,0,0,10015934,0,0,0,0,0,9947036,0,0,0,0,0,8945407,0,0,0,0,0,9045629,0,0,0
19,0,0,1873927,0,0,0,0,0,10000793,0,0,0,0,0,9931397,0,0,0,0,0,8942150,0,0,0,0,0,9026422,0,0,0
20,0,0,1873424,0,0,0,0,0,9983463,0,0,0,0,0,9914069,0,0,0,0,0,8940541,0,0,0,0,0,9009918,0,0,0
21,0,0,1873961,0,0,0,0,0,9964927,0,0,0,0,0,9897100,0,0,0,0,0,8678396,0,0,0,0,0,8676542,0,0,0
22,0,0,1874384,0,0,0,0,0,9959578,0,0,0,0,0,9895258,0,0,0,0,0,8682930,0,0,0,0,0,8699602,0,0,0
23,0,0,1874061,0,0,0,0,0,9959040,0,0,0,0,0,9893169,0,0,0,0,0,8691904,0,0,0,0,0,8695596,0,0,0
24,0,0,1875077,0,0,0,0,0,9985722,0,0,0,0,0,9912283,0,0,0,0,0,8716803,0,0,0,0,0,8703839,0,0,0
25,0,0,1875060,0,0,0,0,0,10033645,0,0,0,0,0,9952367,0,0,0,0,0,8758962,0,0,0,0,0,8729673,0,0,0
26,0,0,1875463,0,0,0,0,0,10117922,0,0,0,0,0,10023231,0,0,0,0,0,8818603,0,0,0,0,0,8780400,0,0,0
27,0,0,1875111,0,0,0,0,0,10223125,0,0,0,0,0,10115938,0,0,0,0,0,8912744,0,0,0,0,0,8849175,0,0,0
28,0,0,1875281,0,0,0,0,0,10346520,0,0,0,0,0,10226024,0,0,0,0,0,9011335,0,0,0,0,0,8929833,0,0,0
29,0,0,1875418,0,0,0,0,0,10458923,0,0,0,0,0,10333060,0,0,0,0,0,9116032,0,0,0,0,0,9009557,0,0,0
30,0,0,1875291,0,0,0,0,0,10553684,0,0,0,0,0,10423814,0,0,0,0,0,9209275,0,0,0,0,0,9073315,0,0,0
31,0,0,1875725,0,0,0,0,0,10639500,0,0,0,0,0,10506789,0,0,0,0,0,9288303,0,0,0,0,0,9132235,0,0,0
32,0,0,1875739,0,0,0,0,0,10707842,0,0,0,0,0,10573187,0,0,0,0,0,9357295,0,0,0,0,0,9174677,0,0,0
33,0,0,1876013,0,0,0,0,0,10768885,0,0,0,0,0,10635366,0,0,0,0,0,9418889,0,0,0,0,0,9218447,0,0,0
34,0,0,1876285,0,0,0,0,0,10814099,0,0,0,0,0,10680232,0,0,0,0,0,9069862,0,0,0,0,0,9248959,0,0,0
35,0,0,1876139,0,0,0,0,0,10860452,0,0,0,0,0,10727936,0,0,0,0,0,9110116,0,0,0,0,0,9285682,0,0,0
36,0,0,1875953,0,0,0,0,0,10893056,0,0,0,0,0,10763628,0,0,0,0,0,9131147,0,0,0,0,0,9308423,0,0,0
37,0,0,1876801,0,0,0,0,0,10930493,0,0,0,0,0,10801833,0,0,0,0,0,9158116,0,0,0,0,0,9333430,0,0,0
38,0,0,1876013,0,0,0,0,0,10952656,0,0,0,0,0,10823632,0,0,0,0,0,9175839,0,0,0,0,0,9346276,0,0,0
39,0,0,1876547,0,0,0,0,0,10975100,0,0,0,0,0,10848813,0,0,0,0,0,9197437,0,0,0,0,0,9365744,0,0,0
